Species,Jaccard_dissimilarity_SpeciesExcluded_B02,Jaccard_dissimilarity_SpeciesIncluded_B02,Jaccard_dissimilarity_SpeciesExcluded_Signif_B02,Jaccard_dissimilarity_SpeciesIncluded_Signif_B02
s__Peptoniphilus_harei,0.65334776739052,0.636363636363636,,
s__Prevotella_bivia,0.686765922894432,0.608974702115427,,
s__Rothia_mucilaginosa,0.712119529968729,0.616235880971187,,
s__Ruminococcus_gnavus,0.637016975827554,0.69113053860339,,
s__Scardovia_wiggsiae,0.67537643586575,0.648290115948085,,
s__Slackia_isoflavoniconvertens,0.641538023779884,0.630725863284003,,
s__Staphylococcus_aureus,0.734433521390043,0.650271090120024,,
s__Staphylococcus_epidermidis,0.646813401250366,0.613751897421748,0.646813401250366,0.613751897421748
s__Staphylococcus_hominis,0.666033585849537,0.683524945753207,,
s__Streptococcus_agalactiae,0.683748445154997,0.39622641509434,,
s__Streptococcus_infantis,0.716068071337118,0.60004800330954,,
s__Streptococcus_mitis,0.636363636363636,0.644921361423451,,
s__Streptococcus_oralis,0.711894886085684,0.608096075134309,0.711894886085684,0.608096075134309
s__Streptococcus_parasanguinis,0.687359892375799,0.658790344924928,,
s__Streptococcus_pasteurianus,0.666976826516669,0.697222222222222,,
s__Streptococcus_peroris,0.688658972210236,0.577800476915913,,
s__Streptococcus_pseudopneumoniae,0.709887239098836,0.586408653344237,,
s__Streptococcus_salivarius,0.721006077256077,0.665332457976954,,
s__Streptococcus_vestibularis,0.704421448841663,0.622422204692585,,
s__Varibaculum_cambriense,0.656488588614141,0.558139534883721,,
s__Veillonella_atypica,0.736655321391575,0.622623176483098,,
s__Veillonella_dispar,0.747069674431871,0.61313319210753,0.747069674431871,0.61313319210753
s__Veillonella_infantium,0.716872536577769,0.602404681117375,0.716872536577769,0.602404681117375
s__Veillonella_parvula,0.654197718315365,0.658308157084949,,
s__Veillonella_sp_T11011_6,0.703946952575424,0.572590061194566,0.703946952575424,0.572590061194566
